5.176357e+000	2.678885e+000	7.931594e+000	
9.953622e+000	1.222136e+001	1.450268e+000	
3.500526e+001	5.455130e+000	2.346974e+001	
2.896001e+000	5.806664e+000	3.126133e+000	
5.229008e+000	8.560154e+000	2.565402e+001	
7.246548e+001	6.546881e+000	7.102028e+000	
9.721932e+000	2.225117e+001	8.534967e+000	
2.164050e+001	7.307061e+000	2.264992e+001	
4.357609e+001	6.081120e+000	1.022633e+001	
4.632923e+001	6.492416e+000	2.245242e+001	
1.000562e+001	8.023700e+000	1.469389e+001	
1.358860e+001	1.655662e+000	4.039861e+001	
2.065097e+000	1.869433e+001	1.221562e+000	
1.633751e+001	1.022547e+001	6.102402e+000	
9.991805e+000	6.205250e+000	7.491480e+000	
7.006059e+001	4.290298e+001	6.854299e+000	
1.484170e+001	2.384136e+001	1.047656e+001	
3.498762e+001	5.756928e+000	5.440725e+000	
4.328238e+001	3.950138e+001	1.024596e-001	
2.234293e+002	8.755041e+000	3.028698e+001	
3.566733e+001	1.154926e+001	7.480043e+000	
8.161565e+000	1.369921e+001	1.399651e+001	
1.027012e+001	1.777649e+001	1.786222e+001	
7.182994e-001	1.333634e+001	9.078554e+000	
4.513940e+001	1.725891e+001	8.395960e+000	
1.038107e+001	6.008618e-001	1.050421e+001	
1.292257e+001	5.432696e+000	6.971278e+000	
1.219737e+001	4.923882e+000	4.915919e+000	
1.176876e+002	7.289583e+001	3.284693e+001	
5.684801e+001	1.301361e+001	8.499513e+000	
6.960204e+001	5.526109e+001	8.085198e+001	
1.328820e-001	2.836003e+001	5.297881e+000	
8.642115e+000	4.439983e+000	5.058286e+001	
7.108744e+000	2.485234e+000	2.703944e+000	
4.580273e+001	2.317363e+001	7.065733e+001	
5.413728e+001	1.535036e+001	6.132286e+001	
4.063828e+001	1.774259e+001	9.205973e+000	
9.727938e+000	2.516008e+001	1.091872e+001	
7.752104e+000	1.320127e+001	4.472291e+000	
2.503880e+001	6.143674e+000	5.155904e+001	
2.615828e+001	5.940778e+000	1.276703e+001	
1.160349e+001	3.962395e+001	2.041737e+001	
8.281379e+001	9.811066e+000	2.338453e+001	
1.349917e+000	1.646432e+001	2.800297e+000	
1.132141e+002	2.089184e+001	1.953299e+001	
3.269480e+001	1.197608e+001	1.975504e+001	
1.126493e+001	1.999954e+000	3.707864e+000	
2.685422e+000	4.829800e+000	6.003492e-001	
2.403546e+001	7.409629e+000	1.268126e+001	
2.847844e+000	1.261410e+001	8.738812e+000	
3.225501e+000	2.019681e+001	7.933720e+001	
3.129312e+000	7.438127e-001	3.363881e+000	
7.102887e+000	1.509751e+001	8.217757e+000	
3.310044e+000	1.521064e+001	2.121628e+001	
1.003408e+001	1.034658e+001	3.195293e+001	
1.225732e+001	1.058882e+001	2.112179e+001	
2.914924e+000	1.140901e+001	1.117181e-001	
2.094605e+000	2.662715e+000	1.170068e+000	
7.904171e+001	4.053337e+001	9.095544e+001	
1.714139e+001	5.959117e+000	2.642782e+001	
4.127835e+001	1.134583e+001	1.112432e+001	
5.850041e+000	1.823593e+001	2.625507e+000	
6.031902e+000	1.904368e+001	2.933052e+001	
2.410378e+000	1.114915e+001	1.682313e+000	
4.354712e+001	5.076799e+001	2.922171e+001	
4.148573e+001	1.309672e+001	1.590775e+001	
7.504019e-001	3.424520e+000	5.380789e+000	
1.694598e+001	7.116685e+000	1.018809e+001	
6.770438e+001	1.421141e+001	1.128752e+001	
1.283925e+001	8.918914e+000	6.918429e+000	
2.940784e+000	5.193474e+000	3.026321e+001	
3.597671e+000	8.700766e+000	6.752950e+000	
3.079612e+000	3.641319e+001	2.981707e+001	
1.408066e-001	1.595217e+001	1.131203e+001	
5.817324e+000	2.201817e+001	2.848385e+001	
2.072129e+001	2.699700e+001	1.023507e+001	
1.313713e+001	1.920876e+001	9.949677e+000	
2.460910e+001	7.557965e+000	3.039859e+001	
1.981659e+001	3.168511e+001	3.963719e+001	
2.135603e+000	1.501801e+001	8.705336e-001	
5.713503e+000	5.804938e+000	1.598382e+001	
9.602109e+001	2.700146e+001	5.031882e+001	
4.293962e+000	1.825762e+001	2.523036e+001	
1.532555e+001	3.822528e+001	1.165944e+001	
1.937827e+001	7.098743e+000	3.411438e+001	
1.118743e+001	3.022060e+001	1.250566e+001	
1.105085e+001	1.104911e+000	1.177157e+001	
3.397896e+000	1.425464e+001	5.800424e-001	
3.603009e+000	3.822066e+001	4.092662e+001	
4.502487e+001	3.304072e-001	2.900819e+001	
1.030153e+002	1.382679e+001	2.060632e+001	
2.019553e+001	2.465362e+001	9.735289e+000	
4.037750e+001	7.166747e+000	2.387815e+001	
1.033903e+001	3.782754e+001	4.045587e+001	
3.598988e+000	1.376150e+001	6.695001e+000	
2.151124e+000	5.504923e-002	5.407282e+000	
2.184356e+001	8.598735e+000	4.436731e+000	
9.923688e+000	1.459513e+001	3.707941e+001	
1.623692e+001	2.126457e+001	9.300091e+000	
1.024594e+002	5.065822e+001	4.865893e+001	
